Sentence ID,Sentences
file-yes-sir-0707111505__100.606,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बनाकर यहां तो अपना बस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.607,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बनाकर यहां तो अपना मतलब बस किया जा रहा है । 
file-yes-sir-0707111505__100.608,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बनाकर बस अपना यहां तो मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.609,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बनाकर बस अपना मतलब यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.610,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बनाकर मतलब अपना यहां तो बस किया जा रहा है । 
file-yes-sir-0707111505__100.611,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बनाकर मतलब अपना बस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.612,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बस यहां तो अपना बनाकर मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.613,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बस यहां तो अपना मतलब बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.614,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बस बनाकर अपना यहां तो मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.615,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बस बनाकर अपना मतलब यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.616,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बस मतलब अपना यहां तो बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.617,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ बस मतलब अपना बनाकर यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.618,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ मतलब यहां तो अपना बनाकर बस किया जा रहा है । 
file-yes-sir-0707111505__100.619,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ मतलब यहां तो अपना बस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.620,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ मतलब बनाकर अपना यहां तो बस किया जा रहा है । 
file-yes-sir-0707111505__100.621,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ मतलब बनाकर अपना बस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.622,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ मतलब बस अपना यहां तो बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.623,पूरा दुर्भाग्यबस आम आदमी को बेवकूफ मतलब बस अपना बनाकर यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.624,पूरा यहां तो आम आदमी को बेवकूफ दुर्भाग्यबस बनाकर अपना बस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.625,पूरा यहां तो आम आदमी को बेवकूफ दुर्भाग्यबस बनाकर अपना मतलब बस किया जा रहा है । 
file-yes-sir-0707111505__100.626,पूरा यहां तो आम आदमी को बेवकूफ दुर्भाग्यबस बस अपना बनाकर मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.627,पूरा यहां तो आम आदमी को बेवकूफ दुर्भाग्यबस बस अपना मतलब बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.628,पूरा यहां तो आम आदमी को बेवकूफ दुर्भाग्यबस मतलब अपना बनाकर बस किया जा रहा है । 
file-yes-sir-0707111505__100.629,पूरा यहां तो आम आदमी को बेवकूफ दुर्भाग्यबस मतलब अपना बस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.630,पूरा यहां तो आम आदमी को बेवकूफ बनाकर दुर्भाग्यबस अपना बस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.631,पूरा यहां तो आम आदमी को बेवकूफ बनाकर दुर्भाग्यबस अपना मतलब बस किया जा रहा है । 
file-yes-sir-0707111505__100.632,पूरा यहां तो आम आदमी को बेवकूफ बनाकर बस अपना दुर्भाग्यबस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.633,पूरा यहां तो आम आदमी को बेवकूफ बनाकर बस अपना मतलब दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.634,पूरा यहां तो आम आदमी को बेवकूफ बनाकर मतलब अपना दुर्भाग्यबस बस किया जा रहा है । 
file-yes-sir-0707111505__100.635,पूरा यहां तो आम आदमी को बेवकूफ बनाकर मतलब अपना बस दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.636,पूरा यहां तो आम आदमी को बेवकूफ बस दुर्भाग्यबस अपना बनाकर मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.637,पूरा यहां तो आम आदमी को बेवकूफ बस दुर्भाग्यबस अपना मतलब बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.638,पूरा यहां तो आम आदमी को बेवकूफ बस बनाकर अपना दुर्भाग्यबस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.639,पूरा यहां तो आम आदमी को बेवकूफ बस बनाकर अपना मतलब दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.640,पूरा यहां तो आम आदमी को बेवकूफ बस मतलब अपना दुर्भाग्यबस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.641,पूरा यहां तो आम आदमी को बेवकूफ बस मतलब अपना बनाकर दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.642,पूरा यहां तो आम आदमी को बेवकूफ मतलब दुर्भाग्यबस अपना बनाकर बस किया जा रहा है । 
file-yes-sir-0707111505__100.643,पूरा यहां तो आम आदमी को बेवकूफ मतलब दुर्भाग्यबस अपना बस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.644,पूरा यहां तो आम आदमी को बेवकूफ मतलब बनाकर अपना दुर्भाग्यबस बस किया जा रहा है । 
file-yes-sir-0707111505__100.645,पूरा यहां तो आम आदमी को बेवकूफ मतलब बनाकर अपना बस दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.646,पूरा यहां तो आम आदमी को बेवकूफ मतलब बस अपना दुर्भाग्यबस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.647,पूरा यहां तो आम आदमी को बेवकूफ मतलब बस अपना बनाकर दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.648,पूरा बनाकर आम आदमी को बेवकूफ दुर्भाग्यबस यहां तो अपना बस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.649,पूरा बनाकर आम आदमी को बेवकूफ दुर्भाग्यबस यहां तो अपना मतलब बस किया जा रहा है । 
file-yes-sir-0707111505__100.650,पूरा बनाकर आम आदमी को बेवकूफ दुर्भाग्यबस बस अपना यहां तो मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.651,पूरा बनाकर आम आदमी को बेवकूफ दुर्भाग्यबस बस अपना मतलब यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.652,पूरा बनाकर आम आदमी को बेवकूफ दुर्भाग्यबस मतलब अपना यहां तो बस किया जा रहा है । 
file-yes-sir-0707111505__100.653,पूरा बनाकर आम आदमी को बेवकूफ दुर्भाग्यबस मतलब अपना बस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.654,पूरा बनाकर आम आदमी को बेवकूफ यहां तो दुर्भाग्यबस अपना बस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.655,पूरा बनाकर आम आदमी को बेवकूफ यहां तो दुर्भाग्यबस अपना मतलब बस किया जा रहा है । 
file-yes-sir-0707111505__100.656,पूरा बनाकर आम आदमी को बेवकूफ यहां तो बस अपना दुर्भाग्यबस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.657,पूरा बनाकर आम आदमी को बेवकूफ यहां तो बस अपना मतलब दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.658,पूरा बनाकर आम आदमी को बेवकूफ यहां तो मतलब अपना दुर्भाग्यबस बस किया जा रहा है । 
file-yes-sir-0707111505__100.659,पूरा बनाकर आम आदमी को बेवकूफ यहां तो मतलब अपना बस दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.660,पूरा बनाकर आम आदमी को बेवकूफ बस दुर्भाग्यबस अपना यहां तो मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.661,पूरा बनाकर आम आदमी को बेवकूफ बस दुर्भाग्यबस अपना मतलब यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.662,पूरा बनाकर आम आदमी को बेवकूफ बस यहां तो अपना दुर्भाग्यबस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.663,पूरा बनाकर आम आदमी को बेवकूफ बस यहां तो अपना मतलब दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.664,पूरा बनाकर आम आदमी को बेवकूफ बस मतलब अपना दुर्भाग्यबस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.665,पूरा बनाकर आम आदमी को बेवकूफ बस मतलब अपना यहां तो दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.666,पूरा बनाकर आम आदमी को बेवकूफ मतलब दुर्भाग्यबस अपना यहां तो बस किया जा रहा है । 
file-yes-sir-0707111505__100.667,पूरा बनाकर आम आदमी को बेवकूफ मतलब दुर्भाग्यबस अपना बस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.668,पूरा बनाकर आम आदमी को बेवकूफ मतलब यहां तो अपना दुर्भाग्यबस बस किया जा रहा है । 
file-yes-sir-0707111505__100.669,पूरा बनाकर आम आदमी को बेवकूफ मतलब यहां तो अपना बस दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.670,पूरा बनाकर आम आदमी को बेवकूफ मतलब बस अपना दुर्भाग्यबस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.671,पूरा बनाकर आम आदमी को बेवकूफ मतलब बस अपना यहां तो दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.672,पूरा बस आम आदमी को बेवकूफ दुर्भाग्यबस यहां तो अपना बनाकर मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.673,पूरा बस आम आदमी को बेवकूफ दुर्भाग्यबस यहां तो अपना मतलब बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.674,पूरा बस आम आदमी को बेवकूफ दुर्भाग्यबस बनाकर अपना यहां तो मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.675,पूरा बस आम आदमी को बेवकूफ दुर्भाग्यबस बनाकर अपना मतलब यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.676,पूरा बस आम आदमी को बेवकूफ दुर्भाग्यबस मतलब अपना यहां तो बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.677,पूरा बस आम आदमी को बेवकूफ दुर्भाग्यबस मतलब अपना बनाकर यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.678,पूरा बस आम आदमी को बेवकूफ यहां तो दुर्भाग्यबस अपना बनाकर मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.679,पूरा बस आम आदमी को बेवकूफ यहां तो दुर्भाग्यबस अपना मतलब बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.680,पूरा बस आम आदमी को बेवकूफ यहां तो बनाकर अपना दुर्भाग्यबस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.681,पूरा बस आम आदमी को बेवकूफ यहां तो बनाकर अपना मतलब दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.682,पूरा बस आम आदमी को बेवकूफ यहां तो मतलब अपना दुर्भाग्यबस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.683,पूरा बस आम आदमी को बेवकूफ यहां तो मतलब अपना बनाकर दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.684,पूरा बस आम आदमी को बेवकूफ बनाकर दुर्भाग्यबस अपना यहां तो मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.685,पूरा बस आम आदमी को बेवकूफ बनाकर दुर्भाग्यबस अपना मतलब यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.686,पूरा बस आम आदमी को बेवकूफ बनाकर यहां तो अपना दुर्भाग्यबस मतलब किया जा रहा है । 
file-yes-sir-0707111505__100.687,पूरा बस आम आदमी को बेवकूफ बनाकर यहां तो अपना मतलब दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.688,पूरा बस आम आदमी को बेवकूफ बनाकर मतलब अपना दुर्भाग्यबस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.689,पूरा बस आम आदमी को बेवकूफ बनाकर मतलब अपना यहां तो दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.690,पूरा बस आम आदमी को बेवकूफ मतलब दुर्भाग्यबस अपना यहां तो बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.691,पूरा बस आम आदमी को बेवकूफ मतलब दुर्भाग्यबस अपना बनाकर यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.692,पूरा बस आम आदमी को बेवकूफ मतलब यहां तो अपना दुर्भाग्यबस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.693,पूरा बस आम आदमी को बेवकूफ मतलब यहां तो अपना बनाकर दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.694,पूरा बस आम आदमी को बेवकूफ मतलब बनाकर अपना दुर्भाग्यबस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.695,पूरा बस आम आदमी को बेवकूफ मतलब बनाकर अपना यहां तो दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.696,पूरा मतलब आम आदमी को बेवकूफ दुर्भाग्यबस यहां तो अपना बनाकर बस किया जा रहा है । 
file-yes-sir-0707111505__100.697,पूरा मतलब आम आदमी को बेवकूफ दुर्भाग्यबस यहां तो अपना बस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.698,पूरा मतलब आम आदमी को बेवकूफ दुर्भाग्यबस बनाकर अपना यहां तो बस किया जा रहा है । 
file-yes-sir-0707111505__100.699,पूरा मतलब आम आदमी को बेवकूफ दुर्भाग्यबस बनाकर अपना बस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.700,पूरा मतलब आम आदमी को बेवकूफ दुर्भाग्यबस बस अपना यहां तो बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.701,पूरा मतलब आम आदमी को बेवकूफ दुर्भाग्यबस बस अपना बनाकर यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.702,पूरा मतलब आम आदमी को बेवकूफ यहां तो दुर्भाग्यबस अपना बनाकर बस किया जा रहा है । 
file-yes-sir-0707111505__100.703,पूरा मतलब आम आदमी को बेवकूफ यहां तो दुर्भाग्यबस अपना बस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.704,पूरा मतलब आम आदमी को बेवकूफ यहां तो बनाकर अपना दुर्भाग्यबस बस किया जा रहा है । 
file-yes-sir-0707111505__100.705,पूरा मतलब आम आदमी को बेवकूफ यहां तो बनाकर अपना बस दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.706,पूरा मतलब आम आदमी को बेवकूफ यहां तो बस अपना दुर्भाग्यबस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.707,पूरा मतलब आम आदमी को बेवकूफ यहां तो बस अपना बनाकर दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.708,पूरा मतलब आम आदमी को बेवकूफ बनाकर दुर्भाग्यबस अपना यहां तो बस किया जा रहा है । 
file-yes-sir-0707111505__100.709,पूरा मतलब आम आदमी को बेवकूफ बनाकर दुर्भाग्यबस अपना बस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.710,पूरा मतलब आम आदमी को बेवकूफ बनाकर यहां तो अपना दुर्भाग्यबस बस किया जा रहा है । 
file-yes-sir-0707111505__100.711,पूरा मतलब आम आदमी को बेवकूफ बनाकर यहां तो अपना बस दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.712,पूरा मतलब आम आदमी को बेवकूफ बनाकर बस अपना दुर्भाग्यबस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.713,पूरा मतलब आम आदमी को बेवकूफ बनाकर बस अपना यहां तो दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.714,पूरा मतलब आम आदमी को बेवकूफ बस दुर्भाग्यबस अपना यहां तो बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.715,पूरा मतलब आम आदमी को बेवकूफ बस दुर्भाग्यबस अपना बनाकर यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.716,पूरा मतलब आम आदमी को बेवकूफ बस यहां तो अपना दुर्भाग्यबस बनाकर किया जा रहा है । 
file-yes-sir-0707111505__100.717,पूरा मतलब आम आदमी को बेवकूफ बस यहां तो अपना बनाकर दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__100.718,पूरा मतलब आम आदमी को बेवकूफ बस बनाकर अपना दुर्भाग्यबस यहां तो किया जा रहा है । 
file-yes-sir-0707111505__100.719,पूरा मतलब आम आदमी को बेवकूफ बस बनाकर अपना यहां तो दुर्भाग्यबस किया जा रहा है । 
file-yes-sir-0707111505__102.0,बात तो कुछ और करते हैं पर अपना मतलब पहले साधते हैं उन्हें भी न तो संस्था और नाहीं समाज के हित से कोई मतलब होता है । 
file-yes-sir-0707111505__102.1,बात तो कुछ और करते हैं पर अपना मतलब पहले साधते हैं उन्हें भी न तो संस्था और नाहीं समाज के कोई मतलब हित से होता है । 
file-yes-sir-0707111505__102.2,बात तो कुछ और करते हैं पर अपना मतलब पहले साधते हैं उन्हें भी न तो संस्था और हित से समाज के नाहीं कोई मतलब होता है । 
file-yes-sir-0707111505__102.3,बात तो कुछ और करते हैं पर अपना मतलब पहले साधते हैं उन्हें भी न तो संस्था और हित से समाज के कोई मतलब नाहीं होता है । 
file-yes-sir-0707111505__102.4,बात तो कुछ और करते हैं पर अपना मतलब पहले साधते हैं उन्हें भी न तो संस्था और कोई मतलब समाज के नाहीं हित से होता है । 
file-yes-sir-0707111505__102.5,बात तो कुछ और करते हैं पर अपना मतलब पहले साधते हैं उन्हें भी न तो संस्था और कोई मतलब समाज के हित से नाहीं होता है । 
file-yes-sir-0707111505__103.0,नीचे वाले की आंखों में आंसू उन्हें सकून देता है । 
file-yes-sir-0707111505__103.1,नीचे वाले की आंखों में आंसू सकून उन्हें देता है । 
file-yes-sir-0707111505__103.2,नीचे वाले की आंखों में उन्हें आंसू सकून देता है । 
file-yes-sir-0707111505__103.3,नीचे वाले की आंखों में उन्हें सकून आंसू देता है । 
file-yes-sir-0707111505__103.4,नीचे वाले की आंखों में सकून आंसू उन्हें देता है । 
file-yes-sir-0707111505__103.5,नीचे वाले की आंखों में सकून उन्हें आंसू देता है । 
file-yes-sir-0707111505__103.6,नीचे वाले की आंसू आंखों में उन्हें सकून देता है । 
file-yes-sir-0707111505__103.7,नीचे वाले की आंसू आंखों में सकून उन्हें देता है । 
file-yes-sir-0707111505__103.8,नीचे वाले की आंसू उन्हें आंखों में सकून देता है । 
file-yes-sir-0707111505__103.9,नीचे वाले की आंसू उन्हें सकून आंखों में देता है । 
file-yes-sir-0707111505__103.10,नीचे वाले की आंसू सकून आंखों में उन्हें देता है । 
file-yes-sir-0707111505__103.11,नीचे वाले की आंसू सकून उन्हें आंखों में देता है । 
file-yes-sir-0707111505__103.12,नीचे वाले की उन्हें आंखों में आंसू सकून देता है । 
file-yes-sir-0707111505__103.13,नीचे वाले की उन्हें आंखों में सकून आंसू देता है । 
file-yes-sir-0707111505__103.14,नीचे वाले की उन्हें आंसू आंखों में सकून देता है । 
file-yes-sir-0707111505__103.15,नीचे वाले की उन्हें आंसू सकून आंखों में देता है । 
file-yes-sir-0707111505__103.16,नीचे वाले की उन्हें सकून आंखों में आंसू देता है । 
file-yes-sir-0707111505__103.17,नीचे वाले की उन्हें सकून आंसू आंखों में देता है । 
file-yes-sir-0707111505__103.18,नीचे वाले की सकून आंखों में आंसू उन्हें देता है । 
file-yes-sir-0707111505__103.19,नीचे वाले की सकून आंखों में उन्हें आंसू देता है । 
file-yes-sir-0707111505__103.20,नीचे वाले की सकून आंसू आंखों में उन्हें देता है । 
file-yes-sir-0707111505__103.21,नीचे वाले की सकून आंसू उन्हें आंखों में देता है । 
file-yes-sir-0707111505__103.22,नीचे वाले की सकून उन्हें आंखों में आंसू देता है । 
file-yes-sir-0707111505__103.23,नीचे वाले की सकून उन्हें आंसू आंखों में देता है । 
file-yes-sir-0707111505__104.0,बड़े बाबू यह तो जान गये होंगे । 
file-yes-sir-0707111505__104.1,यह तो बड़े बाबू जान गये होंगे । 
file-yes-sir-0707111505__105.0,बड़े बाबू - ऊंची कुर्सी पर बैठकर छोटो को आंसू देना सरासर अन्याय है । 
file-yes-sir-0707111505__105.1,बड़े बाबू - ऊंची कुर्सी पर बैठकर छोटो को आंसू देना अन्याय सरासर है । 
file-yes-sir-0707111505__105.2,बड़े बाबू - ऊंची कुर्सी पर बैठकर छोटो को आंसू सरासर देना अन्याय है । 
file-yes-sir-0707111505__105.3,बड़े बाबू - ऊंची कुर्सी पर बैठकर छोटो को आंसू सरासर अन्याय देना है । 
file-yes-sir-0707111505__105.4,बड़े बाबू - ऊंची कुर्सी पर बैठकर छोटो को आंसू अन्याय देना सरासर है । 
file-yes-sir-0707111505__105.5,बड़े बाबू - ऊंची कुर्सी पर बैठकर छोटो को आंसू अन्याय सरासर देना है । 
file-yes-sir-0707111505__105.6,बड़े बाबू - ऊंची कुर्सी पर देना छोटो को आंसू बैठकर सरासर अन्याय है । 
file-yes-sir-0707111505__105.7,बड़े बाबू - ऊंची कुर्सी पर देना छोटो को आंसू बैठकर अन्याय सरासर है । 
file-yes-sir-0707111505__105.8,बड़े बाबू - ऊंची कुर्सी पर देना छोटो को आंसू सरासर बैठकर अन्याय है । 
file-yes-sir-0707111505__105.9,बड़े बाबू - ऊंची कुर्सी पर देना छोटो को आंसू सरासर अन्याय बैठकर है । 
file-yes-sir-0707111505__105.10,बड़े बाबू - ऊंची कुर्सी पर देना छोटो को आंसू अन्याय बैठकर सरासर है । 
file-yes-sir-0707111505__105.11,बड़े बाबू - ऊंची कुर्सी पर देना छोटो को आंसू अन्याय सरासर बैठकर है । 
file-yes-sir-0707111505__105.12,बड़े बाबू - ऊंची कुर्सी पर सरासर छोटो को आंसू बैठकर देना अन्याय है । 
file-yes-sir-0707111505__105.13,बड़े बाबू - ऊंची कुर्सी पर सरासर छोटो को आंसू बैठकर अन्याय देना है । 
file-yes-sir-0707111505__105.14,बड़े बाबू - ऊंची कुर्सी पर सरासर छोटो को आंसू देना बैठकर अन्याय है । 
file-yes-sir-0707111505__105.15,बड़े बाबू - ऊंची कुर्सी पर सरासर छोटो को आंसू देना अन्याय बैठकर है । 
file-yes-sir-0707111505__105.16,बड़े बाबू - ऊंची कुर्सी पर सरासर छोटो को आंसू अन्याय बैठकर देना है । 
file-yes-sir-0707111505__105.17,बड़े बाबू - ऊंची कुर्सी पर सरासर छोटो को आंसू अन्याय देना बैठकर है । 
file-yes-sir-0707111505__105.18,बड़े बाबू - ऊंची कुर्सी पर अन्याय छोटो को आंसू बैठकर देना सरासर है । 
file-yes-sir-0707111505__105.19,बड़े बाबू - ऊंची कुर्सी पर अन्याय छोटो को आंसू बैठकर सरासर देना है । 
file-yes-sir-0707111505__105.20,बड़े बाबू - ऊंची कुर्सी पर अन्याय छोटो को आंसू देना बैठकर सरासर है । 
file-yes-sir-0707111505__105.21,बड़े बाबू - ऊंची कुर्सी पर अन्याय छोटो को आंसू देना सरासर बैठकर है । 
file-yes-sir-0707111505__105.22,बड़े बाबू - ऊंची कुर्सी पर अन्याय छोटो को आंसू सरासर बैठकर देना है । 
file-yes-sir-0707111505__105.23,बड़े बाबू - ऊंची कुर्सी पर अन्याय छोटो को आंसू सरासर देना बैठकर है । 
file-yes-sir-0707111505__106.0,कामू - न्याय है या अन्याय मतलब की दौड़ में कोई नहीं देख रहा है । 
file-yes-sir-0707111505__106.1,कामू - न्याय है या अन्याय मतलब की कोई दौड़ में नहीं देख रहा है । 
file-yes-sir-0707111505__106.2,कामू - न्याय है दौड़ में अन्याय मतलब की या कोई नहीं देख रहा है । 
file-yes-sir-0707111505__106.3,कामू - न्याय है दौड़ में अन्याय मतलब की कोई या नहीं देख रहा है । 
file-yes-sir-0707111505__106.4,कामू - न्याय है कोई अन्याय मतलब की या दौड़ में नहीं देख रहा है । 
file-yes-sir-0707111505__106.5,कामू - न्याय है कोई अन्याय मतलब की दौड़ में या नहीं देख रहा है । 
file-yes-sir-0707111505__107.0,आगे कैसे निकलें जोड़तोड़ में लगा हुआ है । 
file-yes-sir-0707111505__107.1,आगे कैसे जोड़तोड़ में निकलें लगा हुआ है । 
file-yes-sir-0707111505__108.0,चाहे किसी का भविष्य चौपट हो कोई फर्क नहीं पड़ता लोग अभिमान में सब कुछ कर रहे हैं । 
file-yes-sir-0707111505__108.1,चाहे किसी का भविष्य चौपट हो कोई फर्क नहीं पड़ता लोग सब कुछ अभिमान में कर रहे हैं । 
file-yes-sir-0707111505__108.2,चाहे किसी का भविष्य चौपट हो कोई फर्क नहीं पड़ता अभिमान में लोग सब कुछ कर रहे हैं । 
file-yes-sir-0707111505__108.3,चाहे किसी का भविष्य चौपट हो कोई फर्क नहीं पड़ता अभिमान में सब कुछ लोग कर रहे हैं । 
file-yes-sir-0707111505__108.4,चाहे किसी का भविष्य चौपट हो कोई फर्क नहीं पड़ता सब कुछ लोग अभिमान में कर रहे हैं । 
file-yes-sir-0707111505__108.5,चाहे किसी का भविष्य चौपट हो कोई फर्क नहीं पड़ता सब कुछ अभिमान में लोग कर रहे हैं । 
file-yes-sir-0707111505__109.0,कुछ लोग तो अपने भले के लिये दूसरे की छाती पर लात रखकर ऊपर पहुंच जा रहे हैं । 
file-yes-sir-0707111505__109.1,कुछ लोग तो अपने भले के लिये दूसरे की छाती पर लात ऊपर रखकर पहुंच जा रहे हैं । 
file-yes-sir-0707111505__109.2,रखकर अपने भले के लिये दूसरे की छाती पर लात कुछ लोग तो ऊपर पहुंच जा रहे हैं । 
file-yes-sir-0707111505__109.3,रखकर अपने भले के लिये दूसरे की छाती पर लात ऊपर कुछ लोग तो पहुंच जा रहे हैं । 
file-yes-sir-0707111505__109.4,ऊपर अपने भले के लिये दूसरे की छाती पर लात कुछ लोग तो रखकर पहुंच जा रहे हैं । 
file-yes-sir-0707111505__109.5,ऊपर अपने भले के लिये दूसरे की छाती पर लात रखकर कुछ लोग तो पहुंच जा रहे हैं । 
file-yes-sir-0707111505__110.0,कुछ तो लाशों पर चढकर अपना मतलब पूरा कर ले रहे हैं । 
file-yes-sir-0707111505__110.1,कुछ तो लाशों पर चढकर अपना पूरा मतलब कर ले रहे हैं । 
file-yes-sir-0707111505__110.2,कुछ तो लाशों पर मतलब अपना चढकर पूरा कर ले रहे हैं । 
file-yes-sir-0707111505__110.3,कुछ तो लाशों पर मतलब अपना पूरा चढकर कर ले रहे हैं । 
file-yes-sir-0707111505__110.4,कुछ तो लाशों पर पूरा अपना चढकर मतलब कर ले रहे हैं । 
file-yes-sir-0707111505__110.5,कुछ तो लाशों पर पूरा अपना मतलब चढकर कर ले रहे हैं । 
file-yes-sir-0707111505__110.6,चढकर लाशों पर कुछ तो अपना मतलब पूरा कर ले रहे हैं । 
file-yes-sir-0707111505__110.7,चढकर लाशों पर कुछ तो अपना पूरा मतलब कर ले रहे हैं । 
file-yes-sir-0707111505__110.8,चढकर लाशों पर मतलब अपना कुछ तो पूरा कर ले रहे हैं । 
